text,cleaned_text
Hurricane Harvey: Silsbee Tx Flooded at Hwy 96 - Day before the Bridge Collapse https://t.co/wjLM9rbQl6,"['hurricane', 'harvey', 'silsbee', 'tx', 'flooded', 'hwy', 'day', 'bridge', 'collapse']"
Still remember BJP disowning for her Comments on Mumbai foot overbridge collapse…,"['still', 'remember', 'bjp', 'disowning', 'comments', 'mumbai', 'foot', 'overbridge', 'collapse']"
"Dont forget my friend. When there is crisis in India, RSS always comes for help. Bridge collapse, floods…","['dont', 'forget', 'friend', 'crisis', 'india', 'rss', 'always', 'comes', 'help', 'bridge', 'collapse', 'floods']"
"Terriosts, War, Riots,Child stuck in bore well, Bridge collapse, Disaster management : Call the Ar…","['terriosts', 'war', 'riots', 'child', 'stuck', 'bore', 'well', 'bridge', 'collapse', 'disaster', 'management', 'call', 'ar']"
Q / [ CEMEX] + [ EPSTEIN] + ADRENOCHROME/ HOW to hide the evidence/ think [ Hemoglobin] / quick search U.S. pat…,"['q', 'cemex', 'epstein', 'adrenochrome', 'hide', 'evidence', 'think', 'hemoglobin', 'quick', 'search', 'u', 'pat']"
Q / [ CEMEX] + [ EPSTEIN] + ADRENOCHROME/ HOW to hide the evidence/ think [ Hemoglobin] / quick search… https://t.co/SoR8yss6rf,"['q', 'cemex', 'epstein', 'adrenochrome', 'hide', 'evidence', 'think', 'hemoglobin', 'quick', 'search']"
Ha ha they all shitting there selfs thinking the bridge is going to collapse right underneath ther… https://t.co/o1FilWMm2B,"['ha', 'ha', 'shitting', 'selfs', 'thinking', 'bridge', 'going', 'collapse', 'right', 'underneath', 'ther']"
"Yeah, we have loads of cops to stand around to monitor this for half a day for the…","['yeah', 'loads', 'cops', 'stand', 'around', 'monitor', 'half', 'day']"
"If an HGV, wrongly using this bridge causes it to collapse any diversion will be for a great deal longer than…","['hgv', 'wrongly', 'using', 'bridge', 'causes', 'collapse', 'diversion', 'great', 'deal', 'longer']"
Hopefully this bridge doesn't collapse while I'm crossing https://t.co/v4pHcykhYm,"['hopefully', 'bridge', 'collapse', 'crossing']"
"If an HGV, wrongly using this bridge causes it to collapse any diversion will be for a great deal longer… https://t.co/HYYqjceqSU","['hgv', 'wrongly', 'using', 'bridge', 'causes', 'collapse', 'diversion', 'great', 'deal', 'longer']"
"Yeah, we have loads of cops to stand around to monitor this for half a day fo… https://t.co/jfTa5MSbfn","['yeah', 'loads', 'cops', 'stand', 'around', 'monitor', 'half', 'day', 'fo']"
"You must've missed the bridge collapse in 95 in Connecticut. Police, and Fire are locally funde… https://t.co/7suvQaNQsE","['must', 'missed', 'bridge', 'collapse', 'connecticut', 'police', 'fire', 'locally', 'funde']"
not to be weird or morbid but if you are driving over a bridge collapse than being able to…,"['weird', 'morbid', 'driving', 'bridge', 'collapse', 'able']"
"Collapse of Route 14, Coamo, Puerto Rico - Hanging Bridge https://t.co/etLlMfzYAq","['collapse', 'route', 'coamo', 'puerto', 'rico', 'hanging', 'bridge']"
The kingsbridge priory bridge collapse ... Couldnt happen to more deserving people. — watching World Without End,"['kingsbridge', 'priory', 'bridge', 'collapse', 'couldnt', 'happen', 'deserving', 'people', 'watching', 'world', 'without', 'end']"
"Travel Update: Boris Bridge from Northern Ireland to Scotland closed due to high winds and high Seas, it… https://t.co/nDVzeKRVFU","['travel', 'update', 'boris', 'bridge', 'northern', 'ireland', 'scotland', 'closed', 'due', 'high', 'winds', 'high', 'seas']"
Did he cause the Silver Bridge collapse or was he merely a herald? We will never know. https://t.co/5wGjfEm5Ap,"['cause', 'silver', 'bridge', 'collapse', 'merely', 'herald', 'never', 'know']"
Human error and poor engineering caused that bridge to collapse. Nothing but fear mongering.…,"['human', 'error', 'poor', 'engineering', 'caused', 'bridge', 'collapse', 'nothing', 'fear', 'mongering']"
"This footnote in McCullough's *The Great Bridge* blew my mind. As late as the 1880s, we still didn't know how to bu… https://t.co/qoecmgslkq","['footnote', 'mccullough', 'great', 'bridge', 'blew', 'mind', 'late', 'still', 'know', 'bu']"
Interesting that a photo of the Mianus River Bridge collapse was used. It collapsed in 1983 when the…,"['interesting', 'photo', 'mianus', 'river', 'bridge', 'collapse', 'used', 'collapsed']"
"Temporary Path Closure - Brockweir to Bigsweir Bridge, Riverside Route, due to works on riverside bank collapse, pl… https://t.co/QpUMW33TDe","['temporary', 'path', 'closure', 'brockweir', 'bigsweir', 'bridge', 'riverside', 'route', 'due', 'works', 'riverside', 'bank', 'collapse', 'pl']"
"To all agencies, we need x1 back or I’m burning your buildings #JUSTICEFORX1 #JUSTICEFORX1 https://t.co/37gcFl0HXJ","['agencies', 'need', 'x', 'back', 'burning', 'buildings', 'justiceforx', 'justiceforx']"
How many burning buildings have you run into to save someone?,"['many', 'burning', 'buildings', 'run', 'save', 'someone']"
Hey hotness! Burning buildings are we?,"['hey', 'hotness', 'burning', 'buildings']"
"The town itself was nothing too much, small adobe buildings flanked her on each side, men and wome… https://t.co/mgOt8iLoeZ","['town', 'nothing', 'much', 'small', 'adobe', 'buildings', 'flanked', 'side', 'men', 'wome']"
The liberal cult zombies 🧟‍♀️🧟🧟‍♂️are here en masse questioning why the POTUS and… https://t.co/yqtYlI0mxF,"['liberal', 'cult', 'zombies', 'en', 'masse', 'questioning', 'potus']"
"Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posing in fr…","['case', 'say', 'tv', 'station', 'shows', 'two', 'pictures', 'detroit', 'fire', 'department', 'top', 'brass', 'posing', 'fr']"
"i m so fucking tired, i’m going to sleep i hope i wake up to koneits burning some buildings down bye","['fucking', 'tired', 'going', 'sleep', 'hope', 'wake', 'koneits', 'burning', 'buildings', 'bye']"
What if we just start burning down buildings for news outlets that are full of garbage?,"['start', 'burning', 'buildings', 'news', 'outlets', 'full', 'garbage']"
perfect for the sexy lady hunting in burning buildings,"['perfect', 'sexy', 'lady', 'hunting', 'burning', 'buildings']"
I'm not so sure that burning the state to the ground is a very electable position. Starting with burning down a few IRS buil…,"['sure', 'burning', 'state', 'ground', 'electable', 'position', 'starting', 'burning', 'irs', 'buil']"
Do you chastise firefighters for not smiling when running into burning… https://t.co/zulxMqwlbi,"['chastise', 'firefighters', 'smiling', 'running', 'burning']"
Why are so many buildings burning up in the middle of fucking winter? This isn't normal,"['many', 'buildings', 'burning', 'middle', 'fucking', 'winter', 'normal']"
"This paragraph slaps though like goddamn ""these huge buildings are always burning with the implacable fires of huma… https://t.co/fwtm21TK2V","['paragraph', 'slaps', 'though', 'like', 'goddamn', 'huge', 'buildings', 'always', 'burning', 'implacable', 'fires', 'huma']"
Americans should be in the streets burning down buildings at this point.,"['americans', 'streets', 'burning', 'buildings', 'point']"
I’ve been following Cory Booker for a very long time. The man has literally saved people from burning buildings. He cares.,"['following', 'cory', 'booker', 'long', 'time', 'man', 'literally', 'saved', 'people', 'burning', 'buildings', 'cares']"
"Is it a case of do as I say, not as I do? TV station shows two pictures of Detroit Fire Department's top brass posi… https://t.co/CPQGDH4V0h","['case', 'say', 'tv', 'station', 'shows', 'two', 'pictures', 'detroit', 'fire', 'department', 'top', 'brass', 'posi']"
Please tell me what is happening here. Why are those buildings burning? Who started the fire? Who killed those people? Why?,"['please', 'tell', 'happening', 'buildings', 'burning', 'started', 'fire', 'killed', 'people']"
How could you say something like that? Politics aside Corey Booker is a stand up human bein… https://t.co/5mD9ze1MPD,"['could', 'say', 'something', 'like', 'politics', 'aside', 'corey', 'booker', 'stand', 'human', 'bein']"
We run INTO burning buildings. Being a dipshit helps us do our jobs lol,"['run', 'burning', 'buildings', 'dipshit', 'helps', 'us', 'jobs', 'lol']"
Because lazy people run into burning buildings to save people. https://t.co/fWXPCLlZ6B,"['lazy', 'people', 'run', 'burning', 'buildings', 'save', 'people']"
What have I told you about burning buildings? Not nice https://t.co/qWUiDuiOwE https://t.co/N2JEkmWwL3,"['told', 'burning', 'buildings', 'nice']"
"Australia is burning. The worst is yet to come: 24 people dead 500 million animals dead 8,000 koalas dead Over 5.5 mi…","['australia', 'burning', 'worst', 'yet', 'come', 'people', 'dead', 'million', 'animals', 'dead', 'koalas', 'dead', 'mi']"
Winthrop needs to invest in normal heating and air units in these old buildings bc the uncontrollable settings is just a no g…,"['winthrop', 'needs', 'invest', 'normal', 'heating', 'air', 'units', 'old', 'buildings', 'bc', 'uncontrollable', 'settings', 'g']"
Keep burning fossil fuels it will become worse that may even rip apart high rise buildings? Are the world leaders w… https://t.co/mwjHi7TzP2,"['keep', 'burning', 'fossil', 'fuels', 'become', 'worse', 'may', 'even', 'rip', 'apart', 'high', 'rise', 'buildings', 'world', 'leaders', 'w']"
From what I know...these burning buildings are an annual occurrence. I am not ruling out arson but jus… https://t.co/LsEc981h68,"['know', 'burning', 'buildings', 'annual', 'occurrence', 'ruling', 'arson', 'jus']"
Yeah that's def not cool. Unless it's Indiana. (Kidding.) I'm a little sensitive to that. My hometown for t… https://t.co/2S7kXLQgYA,"['yeah', 'def', 'cool', 'unless', 'indiana', 'kidding', 'little', 'sensitive', 'hometown']"
"Destruction magic's fine, just don't go burning down any buildings.","['destruction', 'magic', 'fine', 'go', 'burning', 'buildings']"
"JFC!!! Racist comment ! I guess all ""lazy"" mayor rush into burning buildings to save people! May t… https://t.co/9Iw5c4KD2n","['jfc', 'racist', 'comment', 'guess', 'lazy', 'mayor', 'rush', 'burning', 'buildings', 'save', 'people', 'may']"
"We're equipped to go inside burning buildings but you're not. If you experience a home fire, once you've escaped nev…","['equipped', 'go', 'inside', 'burning', 'buildings', 'experience', 'home', 'fire', 'escaped', 'nev']"
"I mean it’s better than being a cop. That being said, not many people would just jump at being in the… https://t.co/UaDxGj8HR4","['mean', 'better', 'cop', 'said', 'many', 'people', 'would', 'jump']"
"I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country, dodgi…","['flirted', 'danger', 'younger', 'amp', 'stupid', 'things', 'yet', 'fate', 'spared', 'grew', 'amp', 'fought', 'country', 'dodgi']"
The guy that ran himself ragged helping his constituents in New Jersey after Hurricane Sandy? T… https://t.co/VcxrtFKSsw,"['guy', 'ran', 'ragged', 'helping', 'constituents', 'new', 'jersey', 'hurricane', 'sandy']"
"I mean, there's directness though. Like, the townhall of whatevertown Alabama was built with slave… https://t.co/utqajXNNzn","['mean', 'directness', 'though', 'like', 'townhall', 'whatevertown', 'alabama', 'built', 'slave']"
You have no idea how many more of this kind of bombing and burning down of buildings Mullahs did in Ira…,"['idea', 'many', 'kind', 'bombing', 'burning', 'buildings', 'mullahs', 'ira']"
What -- who is this person -- Cory saves people from burning buildings and shovels the snow of his constit… https://t.co/3BpioRHGLT,"['person', 'cory', 'saves', 'people', 'burning', 'buildings', 'shovels', 'snow', 'constit']"
"Maybe a ban wouldn’t be necessary if Muslims stopped flying planes in to buildings, detonating car bombs, shooting up…","['maybe', 'ban', 'necessary', 'muslims', 'stopped', 'flying', 'planes', 'buildings', 'detonating', 'car', 'bombs', 'shooting']"
Will be burning down a few buildings today. Hmu if you wanna join. https://t.co/MHGdx67986,"['burning', 'buildings', 'today', 'hmu', 'wan', 'na', 'join']"
But his kids aren’t hungry and he saves strangers from burning buildings 🤷‍♂️😜 https://t.co/sH2dBAvT7T,"['kids', 'hungry', 'saves', 'strangers', 'burning', 'buildings']"
like I don't agree with Cory Booker on a lot of things but he seems like a fundamental good person. He's fucking sa… https://t.co/ANCQ1q6CzH,"['like', 'agree', 'cory', 'booker', 'lot', 'things', 'seems', 'like', 'fundamental', 'good', 'person', 'fucking', 'sa']"
"My dad, a volunteer fire chief, had thousands of dollars in training an… https://t.co/QGD428VvbR","['dad', 'volunteer', 'fire', 'chief', 'thousands', 'dollars', 'training']"
You have no idea how many more of this kind of bombing and burning down of buildings Mullahs did in Iran and Middle East.,"['idea', 'many', 'kind', 'bombing', 'burning', 'buildings', 'mullahs', 'iran', 'middle', 'east']"
cory booker runs into burning buildings to save people. you’re a telephone tough guy who can’t work an umbrella.,"['cory', 'booker', 'runs', 'burning', 'buildings', 'save', 'people', 'telephone', 'tough', 'guy', 'work', 'umbrella']"
"I’m sure that whoever our next Democratic President is, he or she, will appoint you in a position of le… https://t.co/CEcCxlSGi9","['sure', 'whoever', 'next', 'democratic', 'president', 'appoint', 'position', 'le']"
"Not only that, you can't force another person to suspend their right to life for the sake of anothe… https://t.co/o7epoaI4MS","['force', 'another', 'person', 'suspend', 'right', 'life', 'sake', 'anothe']"
My burning question is why people actually believe two hijacked planes went into the buildings.,"['burning', 'question', 'people', 'actually', 'believe', 'two', 'hijacked', 'planes', 'went', 'buildings']"
Booker even had Netflix going for him. In the run up to his Senate campaign Booker became Superman. Literally… https://t.co/OiHxCD7aYm,"['booker', 'even', 'netflix', 'going', 'run', 'senate', 'campaign', 'booker', 'became', 'superman', 'literally']"
VIDEO: Drone footage captures massive Bound Brook fire from up above --&gt; https://t.co/GolN4wmpUQ (Courtesy: RH) https://t.co/3W…,"['video', 'drone', 'footage', 'captures', 'massive', 'bound', 'brook', 'fire', 'gt', 'courtesy', 'rh']"
My favorite shot was Schofield in silhouette with the burning buildings seemingly blinding the audience. Th… https://t.co/MhI7hUejML,"['favorite', 'shot', 'schofield', 'silhouette', 'burning', 'buildings', 'seemingly', 'blinding', 'audience', 'th']"
At least Cory Booker will have more time to save old ladies from burning buildings and also shovel their sidewalk while he’s there.,"['least', 'cory', 'booker', 'time', 'save', 'old', 'ladies', 'burning', 'buildings', 'also', 'shovel', 'sidewalk']"
"It’s sad to see vegan and saving people from burning buildings hero ’s campaign end, he was a strong voi… https://t.co/CgIS8MR2cB","['sad', 'see', 'vegan', 'saving', 'people', 'burning', 'buildings', 'hero', 'campaign', 'end', 'strong', 'voi']"
Cory Booker has ended his presidential campaign in order to go back to rescuing puppies and people from burning bui… https://t.co/fdkESLcV7M,"['cory', 'booker', 'ended', 'presidential', 'campaign', 'order', 'go', 'back', 'rescuing', 'puppies', 'people', 'burning', 'bui']"
"I flirted with danger when I was younger, &amp; did stupid things, yet fate spared me. I grew &amp; fought for my country,… https://t.co/fqlD5zG4bv","['flirted', 'danger', 'younger', 'amp', 'stupid', 'things', 'yet', 'fate', 'spared', 'grew', 'amp', 'fought', 'country']"
Winthrop needs to invest in normal heating and air units in these old buildings bc the uncontrollable settings is j… https://t.co/kfGKdMRUV1,"['winthrop', 'needs', 'invest', 'normal', 'heating', 'air', 'units', 'old', 'buildings', 'bc', 'uncontrollable', 'settings', 'j']"
"Errrr.. yeah, in that they are watching over yo… https://t.co/uPtdVj5T0N","['errrr', 'yeah', 'watching', 'yo']"
(An NIA Agent looks around. Devastation does not describe what he sees. Burning chunks of diamond lie everywhere. No bui…,"['nia', 'agent', 'looks', 'around', 'devastation', 'describe', 'sees', 'burning', 'chunks', 'diamond', 'lie', 'everywhere', 'bui']"
...are you burning down horde buildings again??,"['burning', 'horde', 'buildings']"
"Let's hope ""our people"" don't burn them due to ingorance that… https://t.co/wlV1BbFktA","['let', 'hope', 'people', 'burn', 'due', 'ingorance']"
But I still managed to croak out a podcast episode yesterday. This one is about Operation RYAN where the Soviets we… https://t.co/aq3j7sZHTf,"['still', 'managed', 'croak', 'podcast', 'episode', 'yesterday', 'one', 'operation', 'ryan', 'soviets']"
"When fuel-burning equipment is used in buildings or semi-enclosed spaces without adequate ventilation, overexposure… https://t.co/wc3Mn3B6nd","['fuel', 'burning', 'equipment', 'used', 'buildings', 'semi', 'enclosed', 'spaces', 'without', 'adequate', 'ventilation', 'overexposure']"
"Well, maybe not burning buildings, particularly if they have staff in them, but definitely burn the tax code.","['well', 'maybe', 'burning', 'buildings', 'particularly', 'staff', 'definitely', 'burn', 'tax', 'code']"
#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from burn…,"['boundbrookfire', 'firefighters', 'several', 'different', 'departments', 'came', 'together', 'prevent', 'even', 'buildings', 'burn']"
I'm not so sure that burning the state to the ground is a very electable position. Starting with burning down a few… https://t.co/sCkG8EXT3x,"['sure', 'burning', 'state', 'ground', 'electable', 'position', 'starting', 'burning']"
"Massive fire burning in apartment building under construction, neighboring buildings in New Jersey https://t.co/96UeW5Jpno","['massive', 'fire', 'burning', 'apartment', 'building', 'construction', 'neighboring', 'buildings', 'new', 'jersey']"
#BoundBrookFire Firefighters from several different departments came together to prevent even more buildings from… https://t.co/WwYgBEupzJ,"['boundbrookfire', 'firefighters', 'several', 'different', 'departments', 'came', 'together', 'prevent', 'even', 'buildings']"
Stupid poll. Most would just call 911 and don until help arrived. The average person isn't qualifi… https://t.co/kZwWZ5zfSA,"['stupid', 'poll', 'would', 'call', 'help', 'arrived', 'average', 'person', 'qualifi']"
So is unsportsmanlike behaviour. Not a theologian but what do we do go back to dark ages and start… https://t.co/Q18OfJygFk,"['unsportsmanlike', 'behaviour', 'theologian', 'go', 'back', 'dark', 'ages', 'start']"
"""You can't pay people to do this. I say this about fire: You can't pay people to run into burning buildings. It's a calling. I…","['pay', 'people', 'say', 'fire', 'pay', 'people', 'run', 'burning', 'buildings', 'calling']"
Back burning mainly to protect residential buildings.. if lucky enough to get a wind change… https://t.co/iKqCBwzSFc,"['back', 'burning', 'mainly', 'protect', 'residential', 'buildings', 'lucky', 'enough', 'get', 'wind', 'change']"
Fire Panel says a pull station was pulled in one of our buildings. All the pull stations look fine. Weird. Fire For… https://t.co/WNgumqeLlF,"['fire', 'panel', 'says', 'pull', 'station', 'pulled', 'one', 'buildings', 'pull', 'stations', 'look', 'fine', 'weird', 'fire']"
"He said it had been like hell. ""It went pear shaped on New Year’s Eve, and we were isolated here for eight days.” ""… https://t.co/7OwYhk0yo4","['said', 'like', 'hell', 'went', 'pear', 'shaped', 'new', 'year', 'eve', 'isolated', 'eight', 'days']"
Wait I just discovered that Russians light themselves on fire and jump off buildings into snow for fun,"['wait', 'discovered', 'russians', 'light', 'fire', 'jump', 'buildings', 'snow', 'fun']"
"#FalseFlag 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be asked… https://t.co/5y6Cd8IoND","['falseflag', 'vs', 'cal', 'fires', 'attack', 'america', 'say', 'like', 'questions', 'must', 'asked']"
Demolition has begun on the burned out buildings in #BoundBrook. Slow process. Investigation into how/where it started…,"['demolition', 'begun', 'burned', 'buildings', 'boundbrook', 'slow', 'process', 'investigation', 'started']"
"Catastrophic events – Grenfell Tower (2017), and Neo 200 (2019) - reinforce the need to ensure buildings are built… https://t.co/BSliXJqMwQ","['catastrophic', 'events', 'grenfell', 'tower', 'neo', 'reinforce', 'need', 'ensure', 'buildings', 'built']"
Upcoming seminar WEDNESDAY 15TH JANUARY We welcome the new year with a talk by on fire and heritage bui…,"['upcoming', 'seminar', 'wednesday', 'th', 'january', 'welcome', 'new', 'year', 'talk', 'fire', 'heritage', 'bui']"
has a point. You housing professionals need to keep Johnson's feet to the fire… https://t.co/nB7heKg0hf,"['point', 'housing', 'professionals', 'need', 'keep', 'johnson', 'feet', 'fire']"
"Sad news coming from Bhainsa, Nirmal district, #Telangana peaceful stone pelter and mobs have selectively targeted h…","['sad', 'news', 'coming', 'bhainsa', 'nirmal', 'district', 'telangana', 'peaceful', 'stone', 'pelter', 'mobs', 'selectively', 'targeted', 'h']"
That’s an epic fail too😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 he will win in 2020… https://t.co/uiJ4p3CHnW,"['epic', 'fail', 'win']"
"With all the buildings that have been ‘set’ on fire in Glasgow over the last few years, it’s doesn’t sit right. the… https://t.co/6i6ZIfynFV","['buildings', 'set', 'fire', 'glasgow', 'last', 'years', 'sit', 'right']"
"When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage of this i…","['fire', 'ravaged', 'notre', 'dame', 'cathedral', 'paris', 'april', 'whole', 'world', 'shock', 'heritage']"
"#OperationMockingbird 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions mus… https://t.co/zkJdPyZIm7","['operationmockingbird', 'vs', 'cal', 'fires', 'attack', 'america', 'say', 'like', 'questions', 'mus']"
"On this date in 1993, City Council landmarked the Groesbeck House, 1304 W. Washington Blvd. Built in 1869 and designed by O…","['date', 'city', 'council', 'landmarked', 'groesbeck', 'house', 'w', 'washington', 'blvd', 'built', 'designed']"
haha you love a glasgow building that goes on fire and it seems you are not wrong as empty buil… https://t.co/pL1qsCmyVU,"['haha', 'love', 'glasgow', 'building', 'goes', 'fire', 'seems', 'wrong', 'empty', 'buil']"
Demolition has begun on the burned out buildings in #BoundBrook. Slow process. Investigation into how/where it st… https://t.co/myA1JIwQXu,"['demolition', 'begun', 'burned', 'buildings', 'boundbrook', 'slow', 'process', 'investigation', 'st']"
This afternoon the fire alarm sounded in our buildings. Our facilities manager found the fair linen and frontal on… https://t.co/qUM9xljIaC,"['afternoon', 'fire', 'alarm', 'sounded', 'buildings', 'facilities', 'manager', 'found', 'fair', 'linen', 'frontal']"
Glasgow still setting unused buildings on fire in 2020 then 😂,"['glasgow', 'still', 'setting', 'unused', 'buildings', 'fire']"
An update on the massive fire on Main Street in Bound Brook Sunday night. https://t.co/GjM6x84Rtt,"['update', 'massive', 'fire', 'main', 'street', 'bound', 'brook', 'sunday', 'night']"
"Bushfire lessons available to act on ahead of royal commission, experts say ensuring towns have multiple access roads build…","['bushfire', 'lessons', 'available', 'act', 'ahead', 'royal', 'commission', 'experts', 'say', 'ensuring', 'towns', 'multiple', 'access', 'roads', 'build']"
Now is the time to prepare for your future. We show you how to invest in Multifamily Apartment Buildings in order t… https://t.co/1JdOW9wJtR,"['time', 'prepare', 'future', 'show', 'invest', 'multifamily', 'apartment', 'buildings', 'order']"
"Bushfire lessons available to act on ahead of royal commission, experts say ensuring towns have multiple access roa… https://t.co/IWETVdgIkW","['bushfire', 'lessons', 'available', 'act', 'ahead', 'royal', 'commission', 'experts', 'say', 'ensuring', 'towns', 'multiple', 'access', 'roa']"
A nod to Nowell Parr ... architect of the library the fire station and many other of our fine buildings. (Name of t… https://t.co/BuyBbXccLm,"['nod', 'nowell', 'parr', 'architect', 'library', 'fire', 'station', 'many', 'fine', 'buildings', 'name']"
Depends on what the local fire code is that determines how steep they’ll allow your stands to be in the newer buildings.,"['depends', 'local', 'fire', 'code', 'determines', 'steep', 'allow', 'stands', 'newer', 'buildings']"
6-Alarm #Fire #BoundBrook #NewJersey Sun Massive Fire Start ~8PM 5 Story 174 Apt Bldg And Retail Under… https://t.co/mkAGx1QlRw,"['alarm', 'fire', 'boundbrook', 'newjersey', 'sun', 'massive', 'fire', 'start', 'pm', 'story', 'apt', 'bldg', 'retail']"
Displaced home and business owners. Shut down the transit system. Burned down adjacent homes and buildings. NJ has the solutio…,"['displaced', 'home', 'business', 'owners', 'shut', 'transit', 'system', 'burned', 'adjacent', 'homes', 'buildings', 'nj', 'solutio']"
"An enormous fire on Sunday engulfed two apartment buildings that were under construction in Bound Brook, New Jersey, sowing pa…","['enormous', 'fire', 'sunday', 'engulfed', 'two', 'apartment', 'buildings', 'construction', 'bound', 'brook', 'new', 'jersey', 'sowing', 'pa']"
"Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of har…","['nearly', 'hours', 'fire', 'began', 'crews', 'still', 'scene', 'hosing', 'buildings', 'keep', 'neighbors', 'har']"
"A raging fire in Bound Brook, New Jersey, on Sunday destroyed several buildings and went to seven alarms.… https://t.co/b12SdhSF4Z","['raging', 'fire', 'bound', 'brook', 'new', 'jersey', 'sunday', 'destroyed', 'several', 'buildings', 'went', 'seven', 'alarms']"
"#coup 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be asked about… https://t.co/7PQauGTIXj","['coup', 'vs', 'cal', 'fires', 'attack', 'america', 'say', 'like', 'questions', 'must', 'asked']"
If 1 fire (4 buildings) knocks out to power to thousands what would a purposeful attack on the power grid do? Maybe… https://t.co/u8BWaYrDZw,"['fire', 'buildings', 'knocks', 'power', 'thousands', 'would', 'purposeful', 'attack', 'power', 'grid', 'maybe']"
"When fire ravaged Notre-Dame Cathedral in Paris on April 15, 2019, the whole world was in shock that the heritage o… https://t.co/oH3NIOqnLq","['fire', 'ravaged', 'notre', 'dame', 'cathedral', 'paris', 'april', 'whole', 'world', 'shock', 'heritage']"
2 buildings on fire at seminole State College Stanford campus. 8 fire trucks including some from Longwood. #seminolestate.,"['buildings', 'fire', 'seminole', 'state', 'college', 'stanford', 'campus', 'fire', 'trucks', 'including', 'longwood', 'seminolestate']"
"Attention Raiders, the Seminole County Fire Department is on the SLM Campus assessing smoke from an electrical issue in…","['attention', 'raiders', 'seminole', 'county', 'fire', 'department', 'slm', 'campus', 'assessing', 'smoke', 'electrical', 'issue']"
"Attention Raiders, the Seminole County Fire Department is on the SLM Campus assessing smoke from an electrical issu… https://t.co/ApGtkwDNco","['attention', 'raiders', 'seminole', 'county', 'fire', 'department', 'slm', 'campus', 'assessing', 'smoke', 'electrical', 'issu']"
Displaced home and business owners. Shut down the transit system. Burned down adjacent homes and buildings. NJ has… https://t.co/pUdNLV7mbH,"['displaced', 'home', 'business', 'owners', 'shut', 'transit', 'system', 'burned', 'adjacent', 'homes', 'buildings', 'nj']"
"A massive fire in North Jersey consumed at least five buildings, forced over 100 residents to evacuate and shut dow… https://t.co/7Y2wjitVyi","['massive', 'fire', 'north', 'jersey', 'consumed', 'least', 'five', 'buildings', 'forced', 'residents', 'evacuate', 'shut', 'dow']"
"Following last night's seven-alarm fire in downtown Bound Brook, citizens face power outages, road closures and sch… https://t.co/1llyVlN0iJ","['following', 'last', 'night', 'seven', 'alarm', 'fire', 'downtown', 'bound', 'brook', 'citizens', 'face', 'power', 'outages', 'road', 'closures', 'sch']"
"*the bombers fly high as the fighters fly low, the fighters fire their lazers at the buildings and small shops, as… https://t.co/UDmaZ4QqB0","['bombers', 'fly', 'high', 'fighters', 'fly', 'low', 'fighters', 'fire', 'lazers', 'buildings', 'small', 'shops']"
"Sad news coming from Bhainsa, Nirmal district, #Telangana peaceful stone pelter and mobs have selectively targete… https://t.co/wxq4ZcJARF","['sad', 'news', 'coming', 'bhainsa', 'nirmal', 'district', 'telangana', 'peaceful', 'stone', 'pelter', 'mobs', 'selectively', 'targete']"
No one was injured after a fire on the 6th floor of the apartment buildings on N. Elizabeth St. in Lima. https://t.co/1tP3OuqyQe,"['one', 'injured', 'fire', 'th', 'floor', 'apartment', 'buildings', 'n', 'elizabeth', 'st', 'lima']"
Great to attend the fire safety working group this week. So important that we work together to share all the…,"['great', 'attend', 'fire', 'safety', 'working', 'group', 'week', 'important', 'work', 'together', 'share']"
"We're sadly used to it by now. Most people barely react when people get shot, cars get… https://t.co/rI9Xb1IciQ","['sadly', 'used', 'people', 'barely', 'react', 'people', 'get', 'shot', 'cars', 'get']"
"#thankful 9/11 vs Cal Fires So is this an attack on America? Say, like 9/11. The same questions must be asked a… https://t.co/MpnzMeClP9","['thankful', 'vs', 'cal', 'fires', 'attack', 'america', 'say', 'like', 'questions', 'must', 'asked']"
"Inferno on Black Friday 1939: 71 deaths, 3,700 buildings, too much fuel and “lit by the hand of man” « JoNova https://t.co/ieD…","['inferno', 'black', 'friday', 'deaths', 'buildings', 'much', 'fuel', 'lit', 'hand', 'man', 'jonova']"
Update: the fire crossed the street. I’m hearing at least five buildings on that side affected. Town has several bl… https://t.co/0hR1HV8cIc,"['update', 'fire', 'crossed', 'street', 'hearing', 'least', 'five', 'buildings', 'side', 'affected', 'town', 'several', 'bl']"
"Nearly 12 hours after this fire began, crews are STILL at the scene hosing down buildings to keep neighbors out of… https://t.co/6YAj9uh9Yb","['nearly', 'hours', 'fire', 'began', 'crews', 'still', 'scene', 'hosing', 'buildings', 'keep', 'neighbors']"
